Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax_5%,Total,Date,Time,Payment,COGS,Gross_Margin_Percentage,Gross_Income,Rating
347-78-4127,C,Naypyitaw,Member,Female,Food and beverages,23.25,9,10.4625,219.7125,23-02-2024,11:46:00,Ewallet,209.25,4.7619,10.4625,5.3
917-74-4682,C,Naypyitaw,Normal,Female,Fashion accessories,31.07,8,12.428,260.988,14-02-2024,10:48:00,Credit card,248.56,4.7619,12.428,4.1
422-94-2759,B,Mandalay,Member,Female,Sports and travel,57.08,6,17.124,359.604,17-03-2024,13:18:00,Credit card,342.48,4.7619,17.124,4.2
708-40-3791,A,Yangon,Normal,Male,Electronic accessories,18.9,6,5.67,119.07,23-02-2024,17:33:00,Cash,113.4,4.7619,5.67,9.6
408-94-9691,C,Naypyitaw,Member,Male,Sports and travel,52.22,5,13.055,274.155,27-04-2024,10:18:00,Ewallet,261.1,4.7619,13.055,8.4
684-71-8528,A,Yangon,Member,Male,Sports and travel,57.45,9,25.8525,542.9025,07-06-2024,14:13:00,Cash,517.05,4.7619,25.8525,7.5
590-25-7540,B,Mandalay,Member,Female,Home and lifestyle,87.42,7,30.597,642.537,21-02-2024,14:18:00,Credit card,611.94,4.7619,30.597,7.7
678-30-1255,C,Naypyitaw,Member,Male,Home and lifestyle,64.34,1,3.217,67.557,09-01-2024,17:55:00,Cash,64.34,4.7619,3.217,7.8
579-41-8755,C,Naypyitaw,Normal,Male,Sports and travel,79.94,6,23.982,503.622,19-05-2024,16:50:00,Cash,479.64,4.7619,23.982,9.1
214-37-6990,B,Mandalay,Normal,Female,Electronic accessories,92.08,10,46.04,966.84,08-01-2024,10:56:00,Cash,920.8,4.7619,46.04,5.3
876-95-2373,A,Yangon,Member,Male,Sports and travel,41.2,9,18.54,389.34,09-05-2024,12:09:00,Cash,370.8,4.7619,18.54,6.1
670-89-9979,B,Mandalay,Normal,Female,Food and beverages,74.88,4,14.976,314.496,08-04-2024,14:25:00,Credit card,299.52,4.7619,14.976,6.4
253-91-4303,B,Mandalay,Normal,Male,Electronic accessories,98.85,7,34.5975,726.5475,25-01-2024,14:44:00,Ewallet,691.95,4.7619,34.5975,8.9
582-24-9945,A,Yangon,Member,Female,Health and beauty,31.92,4,6.384,134.064,03-06-2024,19:17:00,Cash,127.68,4.7619,6.384,4.8
520-25-5981,C,Naypyitaw,Normal,Female,Electronic accessories,58.74,3,8.811,185.031,15-04-2024,16:51:00,Credit card,176.22,4.7619,8.811,4.1
470-72-1760,A,Yangon,Member,Male,Health and beauty,11.41,10,5.705,119.805,04-04-2024,17:45:00,Ewallet,114.1,4.7619,5.705,8.1
532-16-1117,C,Naypyitaw,Member,Female,Health and beauty,28.38,6,8.514,178.794,14-04-2024,11:01:00,Credit card,170.28,4.7619,8.514,6.8
816-13-9852,C,Naypyitaw,Member,Male,Home and lifestyle,83.67,5,20.9175,439.2675,29-01-2024,16:56:00,Credit card,418.35,4.7619,20.9175,5.4
172-98-3336,B,Mandalay,Member,Male,Food and beverages,10.8,2,1.08,22.68,20-01-2024,15:22:00,Cash,21.6,4.7619,1.08,5.4
935-57-5524,B,Mandalay,Member,Male,Food and beverages,89.88,8,35.952,754.992,20-02-2024,17:33:00,Cash,719.04,4.7619,35.952,6.6
966-10-3787,B,Mandalay,Member,Female,Sports and travel,11.52,5,2.88,60.48,14-02-2024,16:51:00,Credit card,57.6,4.7619,2.88,4
461-45-1371,B,Mandalay,Normal,Male,Electronic accessories,31.15,1,1.5575,32.7075,16-05-2024,14:59:00,Cash,31.15,4.7619,1.5575,7.5
829-11-7674,B,Mandalay,Member,Female,Health and beauty,86.71,8,34.684,728.364,19-05-2024,11:52:00,Cash,693.68,4.7619,34.684,5.8
629-66-9174,B,Mandalay,Member,Male,Fashion accessories,64.42,6,19.326,405.846,14-02-2024,20:33:00,Credit card,386.52,4.7619,19.326,4.7
704-55-2226,C,Naypyitaw,Member,Female,Home and lifestyle,30.29,8,12.116,254.436,13-05-2024,15:14:00,Ewallet,242.32,4.7619,12.116,7.6
106-84-2604,C,Naypyitaw,Normal,Female,Health and beauty,29.52,5,7.38,154.98,14-03-2024,16:48:00,Cash,147.6,4.7619,7.38,4.6
579-40-1320,C,Naypyitaw,Member,Male,Sports and travel,64.29,1,3.2145,67.5045,31-01-2024,19:56:00,Cash,64.29,4.7619,3.2145,7.8
503-84-7963,A,Yangon,Member,Male,Fashion accessories,91.8,1,4.59,96.39,15-05-2024,13:30:00,Ewallet,91.8,4.7619,4.59,9.8
695-88-2982,B,Mandalay,Normal,Male,Sports and travel,40.34,5,10.085,211.785,07-02-2024,15:23:00,Cash,201.7,4.7619,10.085,8.8
610-89-9972,B,Mandalay,Normal,Female,Sports and travel,76.81,3,11.5215,241.9515,20-02-2024,12:36:00,Ewallet,230.43,4.7619,11.5215,6
385-95-6476,A,Yangon,Member,Female,Health and beauty,71.51,6,21.453,450.513,25-04-2024,11:42:00,Ewallet,429.06,4.7619,21.453,8.4
119-24-1725,A,Yangon,Normal,Male,Home and lifestyle,56.74,6,17.022,357.462,02-04-2024,11:47:00,Cash,340.44,4.7619,17.022,5.3
726-23-3157,A,Yangon,Member,Male,Health and beauty,49.21,5,12.3025,258.3525,26-06-2024,20:03:00,Credit card,246.05,4.7619,12.3025,8.6
580-37-2111,A,Yangon,Normal,Male,Home and lifestyle,77.88,1,3.894,81.774,29-06-2024,15:32:00,Ewallet,77.88,4.7619,3.894,7.2
568-73-2337,B,Mandalay,Member,Female,Health and beauty,68.27,6,20.481,430.101,31-03-2024,19:42:00,Ewallet,409.62,4.7619,20.481,7.5
390-63-4242,A,Yangon,Member,Female,Food and beverages,19.94,9,8.973,188.433,12-02-2024,13:12:00,Credit card,179.46,4.7619,8.973,9.4
264-61-5172,A,Yangon,Member,Male,Fashion accessories,65.03,2,6.503,136.563,18-02-2024,17:48:00,Credit card,130.06,4.7619,6.503,4.6
760-90-7662,A,Yangon,Member,Male,Fashion accessories,54.52,2,5.452,114.492,07-04-2024,12:35:00,Cash,109.04,4.7619,5.452,6.6
436-74-3799,B,Mandalay,Member,Male,Health and beauty,92.24,8,36.896,774.816,06-05-2024,19:16:00,Ewallet,737.92,4.7619,36.896,7
580-41-5460,A,Yangon,Normal,Male,Sports and travel,97.02,10,48.51,1018.71,01-04-2024,13:59:00,Cash,970.2,4.7619,48.51,4.9
212-41-4591,B,Mandalay,Member,Male,Sports and travel,59.23,7,20.7305,435.3405,29-06-2024,10:58:00,Cash,414.61,4.7619,20.7305,9.8
997-71-1573,A,Yangon,Member,Female,Food and beverages,60.05,1,3.0025,63.0525,23-02-2024,16:08:00,Credit card,60.05,4.7619,3.0025,8.9
929-56-5590,B,Mandalay,Member,Male,Health and beauty,52.06,9,23.427,491.967,29-05-2024,20:52:00,Cash,468.54,4.7619,23.427,5.5
642-56-1012,B,Mandalay,Normal,Male,Electronic accessories,81.63,7,28.5705,599.9805,09-02-2024,20:43:00,Cash,571.41,4.7619,28.5705,5.9
569-44-3742,C,Naypyitaw,Member,Male,Electronic accessories,23.38,10,11.69,245.49,30-01-2024,19:20:00,Ewallet,233.8,4.7619,11.69,5.6
582-59-9761,A,Yangon,Member,Female,Health and beauty,14.17,7,4.9595,104.1495,24-06-2024,20:20:00,Cash,99.19,4.7619,4.9595,9
762-34-4940,A,Yangon,Normal,Female,Health and beauty,97.01,9,43.6545,916.7445,15-01-2024,19:10:00,Cash,873.09,4.7619,43.6545,10
525-56-3328,A,Yangon,Member,Female,Health and beauty,19.42,2,1.942,40.782,15-01-2024,15:57:00,Cash,38.84,4.7619,1.942,5.5
420-36-5311,B,Mandalay,Member,Female,Health and beauty,73.75,1,3.6875,77.4375,07-03-2024,19:50:00,Ewallet,73.75,4.7619,3.6875,7
874-94-9034,C,Naypyitaw,Normal,Male,Fashion accessories,47.28,7,16.548,347.508,11-01-2024,16:52:00,Cash,330.96,4.7619,16.548,7.8
268-31-3212,C,Naypyitaw,Member,Female,Sports and travel,94.26,4,18.852,395.892,29-01-2024,12:22:00,Credit card,377.04,4.7619,18.852,6.2
662-73-8479,C,Naypyitaw,Member,Male,Fashion accessories,58.46,10,29.23,613.83,16-06-2024,11:32:00,Cash,584.6,4.7619,29.23,9.8
824-46-7641,A,Yangon,Member,Female,Fashion accessories,11.67,5,2.9175,61.2675,03-02-2024,10:04:00,Cash,58.35,4.7619,2.9175,5.2
968-74-1671,B,Mandalay,Normal,Female,Food and beverages,84.89,7,29.7115,623.9415,06-06-2024,15:54:00,Ewallet,594.23,4.7619,29.7115,9
103-26-9924,C,Naypyitaw,Normal,Female,Electronic accessories,81.69,7,28.5915,600.4215,30-03-2024,20:34:00,Ewallet,571.83,4.7619,28.5915,6.2
891-12-6417,B,Mandalay,Member,Female,Health and beauty,29.35,5,7.3375,154.0875,16-04-2024,14:33:00,Ewallet,146.75,4.7619,7.3375,6.4
191-10-8730,A,Yangon,Normal,Female,Sports and travel,50.63,7,17.7205,372.1305,08-01-2024,18:49:00,Cash,354.41,4.7619,17.7205,5.2
906-34-1882,B,Mandalay,Normal,Male,Sports and travel,81.38,6,24.414,512.694,12-02-2024,19:03:00,Credit card,488.28,4.7619,24.414,9.6
247-46-2603,B,Mandalay,Member,Male,Electronic accessories,39.57,3,5.9355,124.6455,07-05-2024,13:23:00,Cash,118.71,4.7619,5.9355,8.1
638-65-4659,B,Mandalay,Member,Male,Food and beverages,96.97,4,19.394,407.274,11-01-2024,19:19:00,Cash,387.88,4.7619,19.394,9.2
560-30-8072,B,Mandalay,Normal,Female,Electronic accessories,32.86,4,6.572,138.012,27-02-2024,15:54:00,Cash,131.44,4.7619,6.572,4.8
142-44-8114,C,Naypyitaw,Member,Female,Electronic accessories,96.07,8,38.428,806.988,09-03-2024,17:59:00,Ewallet,768.56,4.7619,38.428,9.1
214-13-8660,C,Naypyitaw,Member,Female,Electronic accessories,25.5,10,12.75,267.75,04-01-2024,18:35:00,Cash,255,4.7619,12.75,4.2
366-85-9757,A,Yangon,Normal,Female,Fashion accessories,37.22,1,1.861,39.081,04-02-2024,18:54:00,Cash,37.22,4.7619,1.861,5.3
581-98-9383,A,Yangon,Member,Male,Home and lifestyle,55.37,8,22.148,465.108,17-04-2024,13:44:00,Cash,442.96,4.7619,22.148,4.9
454-75-9587,C,Naypyitaw,Member,Male,Food and beverages,65.57,4,13.114,275.394,25-03-2024,17:27:00,Credit card,262.28,4.7619,13.114,8.7
686-10-6274,C,Naypyitaw,Normal,Female,Fashion accessories,98.48,7,34.468,723.828,14-02-2024,19:32:00,Cash,689.36,4.7619,34.468,9.2
953-58-8541,A,Yangon,Normal,Male,Sports and travel,49.25,3,7.3875,155.1375,08-01-2024,18:47:00,Cash,147.75,4.7619,7.3875,9.2
435-55-8379,C,Naypyitaw,Member,Male,Health and beauty,65.49,2,6.549,137.529,24-05-2024,12:59:00,Credit card,130.98,4.7619,6.549,4.1
860-86-1548,C,Naypyitaw,Member,Female,Electronic accessories,20.32,4,4.064,85.344,27-01-2024,17:15:00,Ewallet,81.28,4.7619,4.064,4.1
892-15-7674,C,Naypyitaw,Member,Female,Fashion accessories,18.9,1,0.945,19.845,22-05-2024,12:15:00,Credit card,18.9,4.7619,0.945,4.8
955-83-6034,C,Naypyitaw,Normal,Female,Food and beverages,63.37,8,25.348,532.308,11-06-2024,20:15:00,Credit card,506.96,4.7619,25.348,6.1
183-43-5755,B,Mandalay,Member,Female,Health and beauty,37.09,4,7.418,155.778,31-01-2024,16:46:00,Ewallet,148.36,4.7619,7.418,6.4
634-62-2081,A,Yangon,Member,Female,Fashion accessories,47.32,4,9.464,198.744,18-04-2024,19:26:00,Ewallet,189.28,4.7619,9.464,8
331-97-1981,B,Mandalay,Member,Male,Health and beauty,16.5,3,2.475,51.975,31-05-2024,15:17:00,Ewallet,49.5,4.7619,2.475,6.3
335-28-2196,A,Yangon,Member,Male,Electronic accessories,94.81,8,37.924,796.404,03-02-2024,10:42:00,Ewallet,758.48,4.7619,37.924,4.3
204-94-5627,C,Naypyitaw,Normal,Male,Sports and travel,78,9,35.1,737.1,24-03-2024,18:54:00,Cash,702,4.7619,35.1,5.1
533-25-2541,B,Mandalay,Normal,Female,Health and beauty,10.45,8,4.18,87.78,02-03-2024,14:47:00,Ewallet,83.6,4.7619,4.18,9.9
174-45-5645,A,Yangon,Member,Female,Food and beverages,54.29,7,19.0015,399.0315,11-03-2024,18:50:00,Ewallet,380.03,4.7619,19.0015,5.1
237-12-6041,C,Naypyitaw,Normal,Female,Health and beauty,48.83,9,21.9735,461.4435,13-02-2024,20:31:00,Cash,439.47,4.7619,21.9735,8
309-24-2019,C,Naypyitaw,Member,Male,Sports and travel,15.81,6,4.743,99.603,12-03-2024,20:10:00,Ewallet,94.86,4.7619,4.743,4.2
595-30-4631,C,Naypyitaw,Member,Male,Health and beauty,95.52,5,23.88,501.48,22-01-2024,10:44:00,Cash,477.6,4.7619,23.88,9.7
245-19-4036,A,Yangon,Normal,Male,Home and lifestyle,21.71,6,6.513,136.773,23-06-2024,20:16:00,Credit card,130.26,4.7619,6.513,8.9
136-51-6005,B,Mandalay,Normal,Female,Health and beauty,54.01,4,10.802,226.842,29-05-2024,19:11:00,Ewallet,216.04,4.7619,10.802,5.6
983-85-8173,B,Mandalay,Normal,Male,Home and lifestyle,17.38,2,1.738,36.498,22-03-2024,17:58:00,Credit card,34.76,4.7619,1.738,7.7
900-80-3683,B,Mandalay,Member,Female,Electronic accessories,20.35,6,6.105,128.205,22-04-2024,15:55:00,Cash,122.1,4.7619,6.105,6.5
948-73-8727,B,Mandalay,Member,Female,Home and lifestyle,82.54,7,28.889,606.669,07-05-2024,11:39:00,Credit card,577.78,4.7619,28.889,5.9
706-41-2361,C,Naypyitaw,Member,Male,Electronic accessories,92.53,9,41.6385,874.4085,12-03-2024,20:01:00,Credit card,832.77,4.7619,41.6385,9.6
657-48-9955,B,Mandalay,Normal,Female,Sports and travel,54,5,13.5,283.5,02-06-2024,17:33:00,Credit card,270,4.7619,13.5,6.7
153-66-3863,A,Yangon,Normal,Female,Sports and travel,96.53,6,28.959,608.139,09-04-2024,13:28:00,Cash,579.18,4.7619,28.959,9.7
998-64-4576,B,Mandalay,Member,Female,Health and beauty,71.96,10,35.98,755.58,29-06-2024,20:29:00,Ewallet,719.6,4.7619,35.98,9.3
922-68-8138,B,Mandalay,Normal,Male,Health and beauty,53.84,7,18.844,395.724,08-03-2024,20:05:00,Cash,376.88,4.7619,18.844,4
232-16-9601,A,Yangon,Normal,Female,Sports and travel,93.78,7,32.823,689.283,15-05-2024,13:09:00,Ewallet,656.46,4.7619,32.823,8.4
332-32-6662,C,Naypyitaw,Member,Male,Food and beverages,26.59,1,1.3295,27.9195,16-06-2024,10:07:00,Cash,26.59,4.7619,1.3295,7.5
946-69-1005,B,Mandalay,Member,Female,Fashion accessories,60.19,9,27.0855,568.7955,10-04-2024,14:25:00,Credit card,541.71,4.7619,27.0855,8.2
107-59-9357,C,Naypyitaw,Member,Male,Food and beverages,88.77,8,35.508,745.668,17-06-2024,12:59:00,Ewallet,710.16,4.7619,35.508,9.9
227-36-7374,B,Mandalay,Member,Male,Home and lifestyle,81.33,7,28.4655,597.7755,13-01-2024,20:34:00,Credit card,569.31,4.7619,28.4655,9
674-60-5023,C,Naypyitaw,Normal,Female,Sports and travel,70.09,3,10.5135,220.7835,28-03-2024,16:50:00,Credit card,210.27,4.7619,10.5135,7.7
260-55-8629,B,Mandalay,Normal,Male,Sports and travel,25.29,1,1.2645,26.5545,01-05-2024,20:31:00,Cash,25.29,4.7619,1.2645,6.2
462-70-4812,A,Yangon,Normal,Male,Food and beverages,28.2,4,5.64,118.44,03-04-2024,17:24:00,Ewallet,112.8,4.7619,5.64,9.9
109-88-2009,B,Mandalay,Member,Female,Fashion accessories,63.85,7,22.3475,469.2975,30-04-2024,10:27:00,Credit card,446.95,4.7619,22.3475,7.8
689-20-7583,A,Yangon,Normal,Female,Food and beverages,60.97,5,15.2425,320.0925,18-02-2024,13:03:00,Cash,304.85,4.7619,15.2425,8.4
694-71-6393,C,Naypyitaw,Normal,Male,Food and beverages,40.01,4,8.002,168.042,12-03-2024,16:50:00,Credit card,160.04,4.7619,8.002,8.4
840-99-8516,C,Naypyitaw,Member,Male,Fashion accessories,61.97,7,21.6895,455.4795,31-03-2024,12:13:00,Credit card,433.79,4.7619,21.6895,8.4
871-79-8356,B,Mandalay,Member,Male,Home and lifestyle,58.09,1,2.9045,60.9945,19-02-2024,19:49:00,Credit card,58.09,4.7619,2.9045,5.7
780-96-8995,C,Naypyitaw,Member,Female,Fashion accessories,96.03,7,33.6105,705.8205,01-05-2024,12:19:00,Cash,672.21,4.7619,33.6105,6.8
417-26-7062,A,Yangon,Normal,Female,Fashion accessories,76.29,2,7.629,160.209,26-04-2024,13:39:00,Cash,152.58,4.7619,7.629,8.4
612-31-5888,B,Mandalay,Normal,Female,Electronic accessories,86,1,4.3,90.3,01-03-2024,14:13:00,Ewallet,86,4.7619,4.3,7.2
658-21-8851,C,Naypyitaw,Member,Male,Fashion accessories,55.45,10,27.725,582.225,09-04-2024,11:41:00,Ewallet,554.5,4.7619,27.725,4.2
265-70-6081,A,Yangon,Member,Male,Sports and travel,65.53,6,19.659,412.839,18-02-2024,12:13:00,Credit card,393.18,4.7619,19.659,4.2
307-52-2402,A,Yangon,Normal,Female,Health and beauty,50.56,6,15.168,318.528,21-05-2024,18:30:00,Cash,303.36,4.7619,15.168,9.1
481-97-4222,C,Naypyitaw,Normal,Female,Electronic accessories,85.24,3,12.786,268.506,29-05-2024,18:53:00,Ewallet,255.72,4.7619,12.786,6.3
409-56-9806,C,Naypyitaw,Normal,Male,Sports and travel,22.85,2,2.285,47.985,18-01-2024,11:10:00,Ewallet,45.7,4.7619,2.285,7.3
560-26-7274,C,Naypyitaw,Member,Male,Health and beauty,69.04,4,13.808,289.968,19-05-2024,16:23:00,Cash,276.16,4.7619,13.808,4.6
836-77-1574,A,Yangon,Normal,Male,Sports and travel,28.76,7,10.066,211.386,24-01-2024,15:51:00,Ewallet,201.32,4.7619,10.066,9.6
100-57-7563,B,Mandalay,Normal,Male,Electronic accessories,51.62,9,23.229,487.809,13-02-2024,16:17:00,Ewallet,464.58,4.7619,23.229,7.3
666-17-7975,C,Naypyitaw,Normal,Female,Food and beverages,49.62,8,19.848,416.808,10-06-2024,16:31:00,Credit card,396.96,4.7619,19.848,9.6
994-36-2731,C,Naypyitaw,Normal,Female,Electronic accessories,38.06,2,3.806,79.926,11-05-2024,17:34:00,Credit card,76.12,4.7619,3.806,5.2
836-74-2149,B,Mandalay,Normal,Male,Electronic accessories,53.83,2,5.383,113.043,20-01-2024,11:01:00,Credit card,107.66,4.7619,5.383,9.4
461-73-2214,A,Yangon,Normal,Female,Health and beauty,29.68,8,11.872,249.312,07-06-2024,18:25:00,Credit card,237.44,4.7619,11.872,5.2
898-84-8454,B,Mandalay,Normal,Female,Food and beverages,62.53,3,9.3795,196.9695,02-04-2024,15:01:00,Cash,187.59,4.7619,9.3795,4.3
308-71-5036,A,Yangon,Normal,Female,Sports and travel,29.69,5,7.4225,155.8725,01-05-2024,12:08:00,Ewallet,148.45,4.7619,7.4225,5.4
435-98-5148,A,Yangon,Normal,Female,Health and beauty,80.04,6,24.012,504.252,03-06-2024,13:48:00,Ewallet,480.24,4.7619,24.012,6.8
618-22-6219,A,Yangon,Normal,Female,Home and lifestyle,39.69,9,17.8605,375.0705,14-04-2024,14:26:00,Cash,357.21,4.7619,17.8605,5.9
536-90-8277,B,Mandalay,Normal,Female,Sports and travel,58.51,1,2.9255,61.4355,26-02-2024,19:59:00,Cash,58.51,4.7619,2.9255,9.8
972-94-3239,A,Yangon,Normal,Female,Food and beverages,54.7,4,10.94,229.74,29-03-2024,12:20:00,Credit card,218.8,4.7619,10.94,5.7
660-17-8837,A,Yangon,Member,Female,Electronic accessories,67.77,5,16.9425,355.7925,23-01-2024,20:00:00,Credit card,338.85,4.7619,16.9425,9.9
318-56-8573,C,Naypyitaw,Normal,Male,Health and beauty,67.59,2,6.759,141.939,30-01-2024,17:41:00,Credit card,135.18,4.7619,6.759,8.5
345-32-8625,C,Naypyitaw,Member,Male,Sports and travel,88.12,6,26.436,555.156,06-02-2024,12:26:00,Cash,528.72,4.7619,26.436,6.8
713-11-8116,B,Mandalay,Member,Male,Home and lifestyle,51.72,9,23.274,488.754,14-05-2024,11:35:00,Ewallet,465.48,4.7619,23.274,8.2
826-14-7534,B,Mandalay,Member,Female,Sports and travel,56.75,5,14.1875,297.9375,17-04-2024,17:50:00,Ewallet,283.75,4.7619,14.1875,7.3
866-25-4531,C,Naypyitaw,Normal,Male,Sports and travel,29.86,2,2.986,62.706,01-05-2024,18:48:00,Ewallet,59.72,4.7619,2.986,5.2
580-12-5832,A,Yangon,Normal,Female,Sports and travel,24.6,4,4.92,103.32,04-04-2024,14:30:00,Ewallet,98.4,4.7619,4.92,7.6
143-39-9280,B,Mandalay,Member,Male,Health and beauty,94.94,2,9.494,199.374,14-01-2024,11:02:00,Credit card,189.88,4.7619,9.494,5.5
744-42-8615,C,Naypyitaw,Member,Female,Electronic accessories,49.5,9,22.275,467.775,29-03-2024,12:08:00,Ewallet,445.5,4.7619,22.275,9.4
106-57-1444,C,Naypyitaw,Normal,Male,Home and lifestyle,38.73,9,17.4285,365.9985,24-05-2024,11:00:00,Cash,348.57,4.7619,17.4285,6.8
558-73-2795,A,Yangon,Normal,Female,Home and lifestyle,44.07,1,2.2035,46.2735,14-05-2024,13:01:00,Ewallet,44.07,4.7619,2.2035,8.6
499-17-6656,B,Mandalay,Member,Female,Home and lifestyle,17.72,9,7.974,167.454,13-03-2024,17:54:00,Cash,159.48,4.7619,7.974,6.7
796-36-9505,B,Mandalay,Member,Female,Home and lifestyle,91.17,6,27.351,574.371,30-04-2024,16:45:00,Ewallet,547.02,4.7619,27.351,7.7
224-25-9580,B,Mandalay,Member,Male,Electronic accessories,37.39,1,1.8695,39.2595,03-03-2024,12:48:00,Ewallet,37.39,4.7619,1.8695,4
964-69-5269,C,Naypyitaw,Normal,Female,Food and beverages,16.42,4,3.284,68.964,19-01-2024,16:35:00,Credit card,65.68,4.7619,3.284,6.5
943-57-9745,B,Mandalay,Member,Male,Home and lifestyle,37.42,3,5.613,117.873,10-05-2024,15:15:00,Cash,112.26,4.7619,5.613,6.5
658-75-7565,A,Yangon,Member,Male,Health and beauty,39.07,1,1.9535,41.0235,29-02-2024,13:14:00,Ewallet,39.07,4.7619,1.9535,5.2
615-59-5619,B,Mandalay,Member,Female,Health and beauty,88.24,8,35.296,741.216,09-01-2024,11:33:00,Cash,705.92,4.7619,35.296,8.8
879-35-1617,A,Yangon,Normal,Male,Home and lifestyle,39.03,2,3.903,81.963,16-03-2024,20:06:00,Credit card,78.06,4.7619,3.903,9.3
529-64-5488,A,Yangon,Normal,Female,Food and beverages,17.22,6,5.166,108.486,17-02-2024,18:04:00,Credit card,103.32,4.7619,5.166,6.7
527-88-3582,A,Yangon,Member,Male,Home and lifestyle,81.1,1,4.055,85.155,04-02-2024,18:55:00,Cash,81.1,4.7619,4.055,8.2
100-10-4435,B,Mandalay,Normal,Female,Electronic accessories,42.62,5,10.655,223.755,08-04-2024,20:39:00,Cash,213.1,4.7619,10.655,8.6
689-11-3687,A,Yangon,Member,Male,Health and beauty,25.03,3,3.7545,78.8445,12-06-2024,18:43:00,Credit card,75.09,4.7619,3.7545,6
249-73-7416,B,Mandalay,Member,Female,Sports and travel,80.03,10,40.015,840.315,10-04-2024,18:57:00,Cash,800.3,4.7619,40.015,9.2
488-43-1266,C,Naypyitaw,Normal,Female,Health and beauty,35.27,4,7.054,148.134,11-04-2024,17:48:00,Ewallet,141.08,4.7619,7.054,6.7
760-99-7666,C,Naypyitaw,Member,Male,Fashion accessories,44.6,2,4.46,93.66,26-06-2024,15:03:00,Cash,89.2,4.7619,4.46,8.9
320-95-1181,C,Naypyitaw,Normal,Female,Health and beauty,58.85,1,2.9425,61.7925,25-02-2024,10:04:00,Cash,58.85,4.7619,2.9425,5.9
971-97-3784,C,Naypyitaw,Member,Male,Health and beauty,29.76,7,10.416,218.736,12-03-2024,18:08:00,Cash,208.32,4.7619,10.416,5.8
456-79-1387,A,Yangon,Member,Female,Health and beauty,56.49,6,16.947,355.887,02-03-2024,18:53:00,Credit card,338.94,4.7619,16.947,7.9
308-95-4209,C,Naypyitaw,Normal,Male,Electronic accessories,33.44,4,6.688,140.448,25-02-2024,15:15:00,Credit card,133.76,4.7619,6.688,7.2
248-72-2524,B,Mandalay,Normal,Male,Home and lifestyle,76.71,2,7.671,161.091,29-03-2024,20:15:00,Credit card,153.42,4.7619,7.671,4.3
543-59-5210,C,Naypyitaw,Member,Male,Electronic accessories,69.49,3,10.4235,218.8935,19-02-2024,10:14:00,Credit card,208.47,4.7619,10.4235,7.1
173-44-4115,A,Yangon,Normal,Female,Health and beauty,35.67,7,12.4845,262.1745,19-03-2024,16:38:00,Cash,249.69,4.7619,12.4845,8.7
914-21-2601,B,Mandalay,Member,Male,Fashion accessories,37.04,5,9.26,194.46,07-03-2024,17:39:00,Credit card,185.2,4.7619,9.26,5.7
625-29-5438,C,Naypyitaw,Normal,Female,Home and lifestyle,32.73,6,9.819,206.199,06-05-2024,10:17:00,Cash,196.38,4.7619,9.819,9.8
885-52-6833,A,Yangon,Normal,Female,Electronic accessories,64.95,1,3.2475,68.1975,16-04-2024,15:51:00,Ewallet,64.95,4.7619,3.2475,9.5
137-72-5794,A,Yangon,Normal,Male,Electronic accessories,36.26,10,18.13,380.73,24-04-2024,17:15:00,Ewallet,362.6,4.7619,18.13,7.9
672-40-7255,B,Mandalay,Member,Female,Fashion accessories,54.64,2,5.464,114.744,12-02-2024,14:19:00,Cash,109.28,4.7619,5.464,9.8
783-46-9561,C,Naypyitaw,Normal,Female,Health and beauty,39,9,17.55,368.55,02-03-2024,12:26:00,Credit card,351,4.7619,17.55,4.7
111-21-4139,A,Yangon,Member,Female,Home and lifestyle,21.84,3,3.276,68.796,05-04-2024,16:48:00,Ewallet,65.52,4.7619,3.276,8.7
562-63-3835,B,Mandalay,Normal,Female,Health and beauty,96.79,8,38.716,813.036,21-04-2024,20:18:00,Cash,774.32,4.7619,38.716,5.5
678-61-6602,A,Yangon,Normal,Male,Electronic accessories,49.18,3,7.377,154.917,25-04-2024,16:52:00,Credit card,147.54,4.7619,7.377,9
395-20-1805,B,Mandalay,Normal,Female,Sports and travel,53.34,5,13.335,280.035,08-01-2024,18:06:00,Cash,266.7,4.7619,13.335,4.4
981-25-8843,B,Mandalay,Member,Female,Electronic accessories,93.09,6,27.927,586.467,10-02-2024,12:28:00,Credit card,558.54,4.7619,27.927,9.2
215-21-4974,B,Mandalay,Member,Male,Electronic accessories,74.51,2,7.451,156.471,26-05-2024,17:31:00,Credit card,149.02,4.7619,7.451,9.1
590-54-5135,B,Mandalay,Normal,Male,Food and beverages,27.53,3,4.1295,86.7195,22-04-2024,18:07:00,Credit card,82.59,4.7619,4.1295,8.8
161-69-7843,B,Mandalay,Member,Male,Health and beauty,34.72,2,3.472,72.912,08-03-2024,15:39:00,Credit card,69.44,4.7619,3.472,9.9
756-19-3900,C,Naypyitaw,Member,Male,Fashion accessories,50.93,1,2.5465,53.4765,10-05-2024,11:19:00,Cash,50.93,4.7619,2.5465,4.8
967-26-6566,C,Naypyitaw,Normal,Female,Electronic accessories,68.01,8,27.204,571.284,12-03-2024,15:12:00,Credit card,544.08,4.7619,27.204,4.3
296-72-4657,B,Mandalay,Normal,Male,Fashion accessories,55.68,2,5.568,116.928,13-01-2024,18:52:00,Cash,111.36,4.7619,5.568,5.3
